celltype,n_NC,n_AD,subfamily,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Excit,25686,27949,HERVK22-int,2.88E-36,-0.046977975,0.168,0.199,1.73E-34
Excit,25686,27949,HERVK3-int,1.17E-32,-0.052676247,0.13,0.157,7.03E-31
Excit,25686,27949,HERVE-int,3.22E-29,-0.097524694,0.084,0.107,1.93E-27
Excit,25686,27949,HERVS71-int,1.09E-28,-0.044792723,0.189,0.216,6.54E-27
Excit,25686,27949,LTR19-int,1.04E-27,-0.237375444,0.071,0.094,6.25E-26
Excit,25686,27949,PABL-B-int,7.95E-26,-0.246166525,0.039,0.057,4.77E-24
Excit,25686,27949,PRIMA41-int,8.22E-24,-0.068171097,0.079,0.098,4.93E-22
Excit,25686,27949,HERVE-a-int,2.04E-22,0.220245115,0.1,0.106,1.22E-20
Excit,25686,27949,PABL-A-int,5.81E-22,-0.047717793,0.057,0.073,3.49E-20
Excit,25686,27949,LTR46-int,4.66E-21,-0.287180517,0.044,0.061,2.80E-19
Excit,25686,27949,HERVFH21-int,1.07E-20,0.204043716,0.095,0.102,6.43E-19
Excit,25686,27949,MER34B-int,5.20E-19,-0.055541786,0.068,0.082,3.12E-17
Excit,25686,27949,MER50-int,1.09E-15,-0.061419064,0.065,0.079,6.55E-14
Excit,25686,27949,ERVL-int,2.06E-12,0.007491569,0.076,0.086,1.24E-10
Excit,25686,27949,HERV9-int,1.68E-07,-0.009607168,0.061,0.068,1.01E-05
Oligo,17598,22409,MER41-int,6.60E-95,-0.217349569,0.192,0.261,3.96E-93
Oligo,17598,22409,MER61-int,3.96E-75,-0.163869874,0.18,0.236,2.37E-73
Oligo,17598,22409,HERVH-int,5.25E-75,0.135202105,0.234,0.262,3.15E-73
Oligo,17598,22409,Harlequin-int,5.04E-73,0.268416387,0.253,0.26,3.03E-71
Oligo,17598,22409,MER4-int,5.64E-70,0.012315727,0.215,0.255,3.39E-68
Oligo,17598,22409,ERVL-E-int,8.46E-67,-0.036404455,0.199,0.241,5.08E-65
Oligo,17598,22409,MER4B-int,2.50E-56,0.057737246,0.155,0.182,1.50E-54
Oligo,17598,22409,ERV3-16A3-I-int,1.34E-51,-0.03727556,0.146,0.177,8.06E-50
Oligo,17598,22409,HERVK-int,9.20E-49,-0.117408819,0.111,0.145,5.52E-47
Oligo,17598,22409,ERVL-B4-int,9.39E-49,-0.060539272,0.133,0.166,5.63E-47
Oligo,17598,22409,HERVK9-int,1.41E-44,0.082677016,0.101,0.121,8.43E-43
Oligo,17598,22409,HERV17-int,7.66E-43,-0.251458967,0.073,0.104,4.60E-41
Oligo,17598,22409,HERVIP10F-int,1.98E-40,0.056995389,0.07,0.089,1.19E-38
Oligo,17598,22409,HERVL40-int,4.11E-37,0.138136772,0.092,0.106,2.46E-35
Oligo,17598,22409,HERVL-int,1.07E-30,0.001350513,0.107,0.126,6.40E-29
Oligo,17598,22409,HERVIP10FH-int,3.97E-29,-0.017293284,0.122,0.143,2.38E-27
Oligo,17598,22409,MER101-int,3.08E-28,-0.287731275,0.051,0.073,1.85E-26
Oligo,17598,22409,HERV3-int,6.41E-28,0.90794052,0.052,0.036,3.85E-26
Oligo,17598,22409,HERVK13-int,2.10E-27,0.045106462,0.067,0.082,1.26E-25
Oligo,17598,22409,HERV4-I-int,3.61E-24,0.138327101,0.065,0.074,2.16E-22
Oligo,17598,22409,HERVK11-int,2.70E-21,0.003205389,0.066,0.079,1.62E-19
Oligo,17598,22409,HERVK3-int,2.44E-19,0.058186282,0.044,0.054,1.47E-17
Oligo,17598,22409,LTR25-int,4.95E-15,0.212719635,0.051,0.055,2.97E-13
Oligo,17598,22409,HERVK22-int,1.79E-14,0.148999313,0.052,0.058,1.07E-12
Oligo,17598,22409,HUERS-P3b-int,1.55E-13,0.092930195,0.046,0.053,9.32E-12
Astro,7775,9280,MER4-int,5.42E-47,-0.209954265,0.319,0.413,3.25E-45
Astro,7775,9280,HERVK9-int,1.35E-45,-0.216675514,0.251,0.335,8.10E-44
Astro,7775,9280,ERVL-E-int,1.41E-35,-0.11591184,0.277,0.346,8.47E-34
Astro,7775,9280,HERVH-int,3.99E-33,-0.061322693,0.257,0.315,2.39E-31
Astro,7775,9280,MER41-int,5.89E-32,-0.032000522,0.202,0.253,3.53E-30
Astro,7775,9280,MER101-int,8.80E-32,-0.29470735,0.085,0.133,5.28E-30
Astro,7775,9280,HERVL-int,4.03E-31,-0.009141263,0.176,0.222,2.42E-29
Astro,7775,9280,Harlequin-int,7.54E-29,0.109078535,0.347,0.378,4.52E-27
Astro,7775,9280,ERV3-16A3-I-int,3.08E-27,-0.162575032,0.176,0.231,1.85E-25
Astro,7775,9280,ERVL-B4-int,8.40E-22,-0.131532538,0.129,0.169,5.04E-20
Astro,7775,9280,HERVK-int,1.34E-21,0.037730946,0.229,0.264,8.07E-20
Astro,7775,9280,HERVK14-int,1.74E-21,-0.451338105,0.041,0.072,1.04E-19
Astro,7775,9280,MER4B-int,5.45E-21,-0.020010177,0.168,0.204,3.27E-19
Astro,7775,9280,HERV3-int,6.96E-20,0.287655055,0.165,0.173,4.17E-18
Astro,7775,9280,HERVK13-int,2.08E-19,-0.414849443,0.068,0.105,1.25E-17
Astro,7775,9280,LTR25-int,8.18E-19,-0.071675654,0.185,0.224,4.91E-17
Astro,7775,9280,MER61-int,2.25E-17,-0.204267614,0.103,0.141,1.35E-15
Astro,7775,9280,HUERS-P1-int,2.83E-16,-0.195282343,0.071,0.101,1.70E-14
Astro,7775,9280,HERVK14C-int,4.07E-15,-0.371680326,0.031,0.053,2.44E-13
Astro,7775,9280,HERV17-int,9.04E-12,-0.074331961,0.072,0.094,5.43E-10
Astro,7775,9280,HERVK11-int,3.27E-10,0.068926528,0.091,0.107,1.96E-08
Astro,7775,9280,PRIMA41-int,1.52E-09,-0.048905775,0.064,0.082,9.12E-08
Astro,7775,9280,HERV4-I-int,2.26E-09,0.157452766,0.102,0.114,1.36E-07
Astro,7775,9280,HUERS-P3b-int,2.31E-09,-0.126400681,0.055,0.074,1.38E-07
Astro,7775,9280,HERVIP10F-int,3.01E-09,0.248460853,0.062,0.072,1.80E-07
Astro,7775,9280,HERVL40-int,5.92E-09,0.027337544,0.071,0.087,3.55E-07
Astro,7775,9280,PRIMA4-int,2.36E-07,0.143727653,0.089,0.097,1.42E-05
Astro,7775,9280,HERVK22-int,7.43E-07,0.027860599,0.078,0.091,4.46E-05
Astro,7775,9280,HERVIP10FH-int,1.15E-06,0.093862355,0.11,0.121,6.89E-05
Astro,7775,9280,HUERS-P3-int,1.19E-06,0.011886184,0.057,0.07,7.16E-05
Astro,7775,9280,HERVK3-int,1.70E-06,-0.11096579,0.064,0.079,0.000101834
Astro,7775,9280,HERVP71A-int,7.19E-06,-0.329015165,0.036,0.05,0.000431517
Astro,7775,9280,HERVS71-int,4.86E-05,0.091040264,0.061,0.07,0.002918296
Inhib,10694,11215,HERV3-int,1.59E-81,1.385149746,0.158,0.1,9.55E-80
Inhib,10694,11215,HERVK14-int,1.17E-41,-0.638468549,0.043,0.086,7.04E-40
Inhib,10694,11215,Harlequin-int,3.69E-35,0.127625588,0.402,0.438,2.21E-33
Inhib,10694,11215,HERVH-int,6.87E-30,0.026732038,0.285,0.333,4.12E-28
Inhib,10694,11215,ERVL-E-int,7.49E-28,0.032484783,0.416,0.461,4.49E-26
Inhib,10694,11215,HERVK9-int,1.45E-27,-0.116563277,0.245,0.3,8.67E-26
Inhib,10694,11215,MER4-int,1.43E-24,0.03212888,0.376,0.416,8.55E-23
Inhib,10694,11215,MER41-int,6.91E-22,-0.075281278,0.265,0.312,4.15E-20
Inhib,10694,11215,HERVK-int,1.70E-21,-0.188564052,0.169,0.215,1.02E-19
Inhib,10694,11215,MER4B-int,4.95E-20,-0.132837779,0.203,0.248,2.97E-18
Inhib,10694,11215,ERVL-B4-int,1.88E-18,0.02040652,0.257,0.288,1.13E-16
Inhib,10694,11215,HERV4-I-int,3.94E-18,0.194425196,0.141,0.159,2.37E-16
Inhib,10694,11215,ERV3-16A3-I-int,5.63E-18,-0.011030977,0.245,0.279,3.38E-16
Inhib,10694,11215,HERVIP10F-int,1.20E-17,-0.092972956,0.172,0.209,7.21E-16
Inhib,10694,11215,MER61-int,8.30E-16,0.190644355,0.211,0.224,4.98E-14
Inhib,10694,11215,HERVL-int,7.64E-15,0.096119747,0.215,0.237,4.58E-13
Inhib,10694,11215,HUERS-P3-int,2.34E-14,0.030815957,0.111,0.133,1.40E-12
Inhib,10694,11215,HERVK11-int,3.52E-14,0.251804267,0.128,0.136,2.11E-12
Inhib,10694,11215,PRIMA4-int,1.30E-12,0.011069374,0.169,0.193,7.82E-11
Inhib,10694,11215,LTR25-int,1.55E-11,0.109486306,0.187,0.201,9.29E-10
Inhib,10694,11215,HERVL40-int,1.74E-11,-0.145305248,0.151,0.181,1.04E-09
Inhib,10694,11215,HERVS71-int,1.41E-10,0.136268369,0.128,0.14,8.48E-09
Inhib,10694,11215,HERVK3-int,2.16E-10,-0.162888963,0.091,0.114,1.29E-08
Inhib,10694,11215,HERVIP10FH-int,2.52E-10,0.087070821,0.134,0.153,1.51E-08
Inhib,10694,11215,MER101-int,1.24E-09,-0.147311394,0.133,0.16,7.43E-08
Inhib,10694,11215,HERV17-int,1.45E-09,0.016844999,0.099,0.115,8.71E-08
Inhib,10694,11215,HUERS-P3b-int,4.18E-09,0.019752894,0.07,0.084,2.51E-07
Inhib,10694,11215,HERVK14C-int,1.64E-08,-0.310895349,0.037,0.052,9.84E-07
Inhib,10694,11215,HUERS-P1-int,1.20E-07,0.095935488,0.085,0.096,7.17E-06
Inhib,10694,11215,HERVK13-int,3.49E-07,-0.052275717,0.081,0.097,2.09E-05
Inhib,10694,11215,HERVP71A-int,3.89E-07,-0.096777251,0.051,0.065,2.33E-05
Inhib,10694,11215,HERVK22-int,9.60E-07,-0.086203868,0.118,0.135,5.76E-05
Inhib,10694,11215,MER34B-int,4.74E-06,-0.06849207,0.065,0.078,0.000284503
Inhib,10694,11215,HERVE-a-int,4.02E-05,0.235435629,0.046,0.052,0.002413691
Inhib,10694,11215,HERVFH21-int,0.001069215,0.229063192,0.058,0.059,0.064152916
Endo,577,1581,HERV4-I-int,0.037399749,0.420566392,0.127,0.088,1
Endo,577,1581,ERV3-16A3-I-int,0.037548048,-0.087616067,0.144,0.111,1
Endo,577,1581,HERVH-int,0.089022089,-0.304774136,0.184,0.199,1
Endo,577,1581,ERVL-B4-int,0.093568214,0.505088449,0.151,0.114,1
Endo,577,1581,HERVL40-int,0.120018371,-0.099050626,0.081,0.061,1
Endo,577,1581,HERVK-int,0.131658295,0.744824193,0.096,0.069,1
Endo,577,1581,MER41-int,0.188471794,-0.371319176,0.163,0.172,1
Endo,577,1581,MER4B-int,0.195499261,-0.295514614,0.135,0.144,1
Endo,577,1581,HERVIP10F-int,0.223494932,-0.891540392,0.051,0.062,1
Endo,577,1581,HERVIP10FH-int,0.242135364,-0.630809946,0.068,0.083,1
Endo,577,1581,Harlequin-int,0.25580213,0.313968912,0.238,0.205,1
Endo,577,1581,MER4-int,0.257302962,-0.163253242,0.266,0.269,1
Endo,577,1581,HERVK9-int,0.323754897,-0.175593575,0.132,0.116,1
Endo,577,1581,MER61-int,0.453682616,0.039111084,0.091,0.076,1
Endo,577,1581,HERVK13-int,0.521589044,-0.46944163,0.059,0.062,1
Endo,577,1581,MER101-int,0.559717807,-0.47754243,0.061,0.066,1
Endo,577,1581,ERVL-E-int,0.627600255,-0.005876256,0.192,0.182,1
Endo,577,1581,HERV17-int,0.652019571,-0.454841228,0.067,0.073,1
Endo,577,1581,HERVL-int,0.661937111,-0.140633614,0.121,0.12,1
Endo,577,1581,HERVK3-int,0.686705379,-0.19248332,0.06,0.054,1
Endo,577,1581,HERVK22-int,0.702260497,-0.097914798,0.061,0.054,1
Endo,577,1581,HERV3-int,0.859069606,0.219049122,0.054,0.049,1
Endo,577,1581,HUERS-P1-int,0.950427576,0.065227381,0.049,0.052,1
Mic,3072,3548,HERV9-int,6.58E-05,-0.339528418,0.11,0.146,0.003950144
Mic,3072,3548,Harlequin-int,9.11E-05,0.281022828,0.309,0.294,0.005468885
Mic,3072,3548,MER34B-int,0.001474448,-0.196886603,0.213,0.25,0.088466876
Mic,3072,3548,HERVIP10F-int,0.002774821,0.289498543,0.067,0.071,0.166489267
Mic,3072,3548,MER61-int,0.006072945,-0.255494047,0.083,0.105,0.364376684
Mic,3072,3548,LTR25-int,0.039211009,0.272430295,0.109,0.09,1
Mic,3072,3548,HUERS-P2-int,0.057297616,-0.393168078,0.044,0.056,1
Mic,3072,3548,ERV3-16A3-I-int,0.062808226,0.060922965,0.243,0.254,1
Mic,3072,3548,MER101-int,0.084252407,-0.18959437,0.062,0.076,1
Mic,3072,3548,MER41-int,0.255588137,-0.000106899,0.149,0.16,1
Mic,3072,3548,HERV4-I-int,0.328688347,0.099566661,0.089,0.092,1
Mic,3072,3548,HERVIP10FH-int,0.386148702,0.125667803,0.093,0.093,1
Mic,3072,3548,ERVL-E-int,0.531870237,0.012117478,0.181,0.185,1
Mic,3072,3548,HERVK-int,0.591156241,0.063539839,0.096,0.1,1
Mic,3072,3548,HUERS-P3b-int,0.599305171,0.084812077,0.051,0.052,1
Mic,3072,3548,MER4B-int,0.603184458,-0.108523013,0.139,0.143,1
Mic,3072,3548,HERVS71-int,0.632763913,-0.005772076,0.07,0.074,1
Mic,3072,3548,HERVL-int,0.641752101,-0.085504783,0.115,0.122,1
Mic,3072,3548,MER4-int,0.68898197,0.093824757,0.268,0.265,1
Mic,3072,3548,HERVK9-int,0.759160214,0.050930892,0.144,0.144,1
Mic,3072,3548,HERVH-int,0.76160318,0.028529015,0.329,0.321,1
Mic,3072,3548,ERVL-B4-int,0.772746635,0.081017111,0.149,0.146,1
Mic,3072,3548,HERV17-int,0.845441414,-0.054319799,0.079,0.083,1
Mic,3072,3548,HERV3-int,0.866540727,-0.111588742,0.053,0.053,1
Mic,3072,3548,HERVL40-int,0.902730195,0.045570416,0.08,0.077,1
Mic,3072,3548,HERVK3-int,0.996473945,-0.008323539,0.05,0.05,1
OPC,4947,5355,ERVL-E-int,2.29E-19,-0.006636383,0.386,0.443,1.37E-17
OPC,4947,5355,HERVL-int,2.38E-17,-0.154335849,0.184,0.239,1.43E-15
OPC,4947,5355,HERVH-int,5.59E-17,0.185785812,0.313,0.343,3.36E-15
OPC,4947,5355,MER41-int,1.01E-16,-0.152241578,0.264,0.329,6.08E-15
OPC,4947,5355,MER61-int,1.04E-16,0.153198756,0.225,0.253,6.26E-15
OPC,4947,5355,MER4-int,7.07E-16,0.007861777,0.344,0.395,4.24E-14
OPC,4947,5355,ERVL-B4-int,1.30E-15,-0.027541832,0.247,0.298,7.80E-14
OPC,4947,5355,Harlequin-int,3.86E-15,0.087548541,0.35,0.385,2.31E-13
OPC,4947,5355,HERVK14-int,3.37E-14,-0.761524255,0.026,0.055,2.02E-12
OPC,4947,5355,MER4B-int,1.44E-13,-0.165387408,0.189,0.24,8.62E-12
OPC,4947,5355,HERVK9-int,1.56E-13,-0.030075732,0.214,0.257,9.35E-12
OPC,4947,5355,ERV3-16A3-I-int,3.00E-13,0.15558943,0.227,0.254,1.80E-11
OPC,4947,5355,HERV17-int,6.16E-13,-0.337430166,0.107,0.152,3.69E-11
OPC,4947,5355,HERVE-int,4.28E-12,0.095499908,0.142,0.17,2.57E-10
OPC,4947,5355,HERV4-I-int,8.16E-12,0.017970608,0.132,0.162,4.89E-10
OPC,4947,5355,HERV3-int,5.51E-11,0.741867109,0.111,0.086,3.30E-09
OPC,4947,5355,HERVK-int,1.05E-10,0.057501031,0.168,0.198,6.29E-09
OPC,4947,5355,HERVK3-int,9.50E-10,-0.046079208,0.101,0.129,5.70E-08
OPC,4947,5355,HERVL40-int,2.04E-09,-0.039570485,0.167,0.199,1.23E-07
OPC,4947,5355,LTR25-int,3.03E-09,-0.080431438,0.156,0.188,1.82E-07
OPC,4947,5355,HERVIP10F-int,4.66E-09,0.102750522,0.089,0.108,2.80E-07
OPC,4947,5355,HERVS71-int,2.71E-08,-0.028943135,0.097,0.123,1.62E-06
OPC,4947,5355,MER101-int,1.73E-07,-0.096679619,0.144,0.174,1.04E-05
OPC,4947,5355,HERVK22-int,4.39E-07,-0.238949174,0.085,0.111,2.64E-05
OPC,4947,5355,HERVK13-int,3.58E-06,0.051073967,0.054,0.069,0.000214638
OPC,4947,5355,HERVIP10FH-int,5.96E-06,-0.009336742,0.126,0.147,0.000357362
OPC,4947,5355,HUERS-P3b-int,1.32E-05,0.249011937,0.075,0.083,0.000792871
OPC,4947,5355,HUERS-P1-int,0.00026282,-0.045582094,0.063,0.078,0.015769196
OPC,4947,5355,HERVK11-int,0.000284582,0.086507841,0.144,0.153,0.017074911
OPC,4947,5355,HUERS-P3-int,0.004906288,0.131594931,0.073,0.079,0.294377287
OPC,4947,5355,HERVP71A-int,0.036294186,-0.185094152,0.041,0.05,1
OPC,4947,5355,PRIMA4-int,0.067431543,0.054920197,0.056,0.061,1
All,70349,81337,MER41-int,7.46E-240,-0.128884725,0.273,0.341,4.48E-238
All,70349,81337,Harlequin-int,1.32E-225,0.167775599,0.39,0.42,7.90E-224
All,70349,81337,HERVH-int,4.96E-218,0.034104515,0.338,0.391,2.98E-216
All,70349,81337,ERVL-E-int,7.06E-216,-0.050561609,0.382,0.443,4.23E-214
All,70349,81337,HERVK9-int,5.74E-205,-0.091882709,0.238,0.295,3.45E-203
All,70349,81337,MER4-int,3.75E-204,-0.014949538,0.366,0.422,2.25E-202
All,70349,81337,ERVL-B4-int,2.99E-189,-0.063233387,0.245,0.296,1.79E-187
All,70349,81337,ERV3-16A3-I-int,1.11E-172,-0.043717586,0.264,0.313,6.67E-171
All,70349,81337,HERVL-int,1.74E-172,-0.053974924,0.215,0.262,1.05E-170
All,70349,81337,HERVK14-int,1.18E-171,-0.247775426,0.055,0.087,7.08E-170
All,70349,81337,HERV3-int,1.19E-170,0.771435286,0.129,0.099,7.11E-169
All,70349,81337,MER4B-int,2.20E-169,-0.01940652,0.212,0.255,1.32E-167
All,70349,81337,HERVK-int,6.54E-163,-0.038391174,0.165,0.206,3.93E-161
All,70349,81337,MER61-int,3.45E-138,0.019199435,0.241,0.278,2.07E-136
All,70349,81337,HERVL40-int,5.47E-133,0.014686478,0.147,0.179,3.28E-131
All,70349,81337,MER101-int,1.03E-130,-0.226468554,0.117,0.156,6.19E-129
All,70349,81337,HERVIP10F-int,1.19E-127,-0.02228128,0.14,0.174,7.17E-126
All,70349,81337,LTR25-int,4.53E-119,0.005635073,0.169,0.199,2.72E-117
All,70349,81337,HUERS-P1-int,1.42E-118,-0.057059721,0.079,0.105,8.50E-117
All,70349,81337,HERV4-I-int,1.26E-108,0.129564604,0.144,0.165,7.54E-107
All,70349,81337,HERV17-int,7.96E-107,-0.156903449,0.106,0.137,4.78E-105
All,70349,81337,HERVK13-int,3.21E-104,-0.106558654,0.085,0.112,1.93E-102
All,70349,81337,PRIMA4-int,1.82E-97,0.04637815,0.122,0.145,1.09E-95
All,70349,81337,HUERS-P3b-int,6.53E-97,0.002087776,0.082,0.105,3.92E-95
All,70349,81337,HERVIP10FH-int,1.71E-96,0.034008907,0.147,0.172,1.03E-94
All,70349,81337,HUERS-P3-int,1.36E-93,0.014267439,0.099,0.121,8.19E-92
All,70349,81337,HERVL74-int,1.18E-90,-0.232437359,0.044,0.065,7.10E-89
All,70349,81337,HERVK11-int,1.77E-90,0.066643964,0.131,0.152,1.06E-88
All,70349,81337,HERVP71A-int,1.30E-84,-0.226389722,0.051,0.071,7.78E-83
All,70349,81337,HERVK3-int,4.03E-81,-0.04578341,0.087,0.109,2.42E-79
All,70349,81337,HERVK22-int,3.33E-79,-0.012786262,0.106,0.128,2.00E-77
All,70349,81337,HERVS71-int,9.90E-72,-0.014809157,0.108,0.129,5.94E-70
All,70349,81337,HERVE-int,5.19E-60,-0.035517216,0.057,0.072,3.11E-58
All,70349,81337,PRIMA41-int,4.56E-43,-0.044254048,0.049,0.061,2.74E-41
All,70349,81337,MER34B-int,2.18E-42,-0.052278373,0.055,0.068,1.31E-40
All,70349,81337,HERVE-a-int,1.22E-40,0.252621602,0.058,0.063,7.33E-39
All,70349,81337,HERVFH21-int,3.04E-28,0.139104398,0.051,0.056,1.82E-26
All,70349,81337,ERVL-int,1.02E-23,-0.025899386,0.043,0.051,6.11E-22
All,70349,81337,HERV9-int,6.72E-23,0.002601645,0.048,0.055,4.03E-21
