celltype,n_NC,n_AD,subfamily,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Inhib,1560,3845,HERVH,0.008547575,-0.109848789,0.628,0.611,0.153856347
Inhib,1560,3845,ERV3,0.021821948,-0.136558023,0.682,0.679,0.392795068
Inhib,1560,3845,LTR,0.02722981,-0.213828913,0.58,0.596,0.490136582
Inhib,1560,3845,HERVL,0.028999493,0.027660152,0.773,0.741,0.521990881
Inhib,1560,3845,HERVW,0.0474994,-0.19168898,0.451,0.46,0.854989194
Inhib,1560,3845,HERVS,0.084911262,0.130022269,0.405,0.403,1
Inhib,1560,3845,HUERS,0.169272777,-0.067763019,0.602,0.593,1
Inhib,1560,3845,ERV1,0.219749986,-0.001144764,0.498,0.474,1
Inhib,1560,3845,HERVE,0.3140325,-0.109057112,0.292,0.278,1
Inhib,1560,3845,PRIMA,0.495765825,-0.062524298,0.583,0.568,1
Inhib,1560,3845,HERVF,0.551822049,-0.229086897,0.203,0.215,1
Endo,155,303,HERVK,0.015016344,0.33593496,0.686,0.548,0.270294199
Endo,155,303,PRIMA,0.027314833,0.985595975,0.254,0.148,0.491666998
Endo,155,303,HARLEQUIN,0.121400459,0.18863711,0.512,0.413,1
Endo,155,303,MER4,0.184457966,0.206477813,0.769,0.69,1
Endo,155,303,HERVF,0.203477905,-0.625904998,0.079,0.052,1
Endo,155,303,HERVL,0.239986816,0.399004076,0.436,0.355,1
Endo,155,303,HUERS,0.268432383,0.024591716,0.277,0.219,1
Endo,155,303,ERV1,0.281956694,-0.359857203,0.205,0.271,1
Endo,155,303,LTR,0.443245687,-0.122076036,0.182,0.155,1
Endo,155,303,ERVL,0.444530438,0.016959694,0.597,0.555,1
Endo,155,303,ERV3,0.567284469,0.332517184,0.284,0.239,1
Endo,155,303,HERVS,0.619403033,0.990344965,0.073,0.052,1
Endo,155,303,PAB,0.713591441,0.631062815,0.096,0.077,1
Endo,155,303,HERVW,0.784267433,0.137178749,0.274,0.245,1
Endo,155,303,HERVI,0.795182084,0.196801145,0.294,0.265,1
Endo,155,303,HERVP,0.947266769,0.094397172,0.102,0.11,1
Endo,155,303,HERVH,0.956736536,0.067298415,0.31,0.297,1
Endo,155,303,HERVE,0.968703061,0.049885222,0.073,0.071,1
Mic,1274,2512,HERVW,1.31E-08,-0.530931269,0.331,0.399,2.37E-07
Mic,1274,2512,HARLEQUIN,0.000689096,-0.139614388,0.658,0.713,0.012403724
Mic,1274,2512,HERVK,0.0012078,-0.147711765,0.629,0.618,0.021740395
Mic,1274,2512,ERVL,0.001740685,0.180241588,0.62,0.566,0.031332331
Mic,1274,2512,LTR,0.004341981,0.058832032,0.239,0.206,0.078155662
Mic,1274,2512,HERVL,0.006605549,0.057737667,0.456,0.411,0.118899885
Mic,1274,2512,HERVI,0.012697157,0.049166471,0.402,0.363,0.228548819
Mic,1274,2512,ERV3,0.015789827,-0.166751885,0.398,0.41,0.284216888
Mic,1274,2512,HERVH,0.025775094,0.135041931,0.422,0.378,0.463951685
Mic,1274,2512,HERVS,0.032872115,-0.378734816,0.145,0.166,0.59169807
Mic,1274,2512,HERVE,0.038427086,-0.122133074,0.124,0.121,0.691687554
Mic,1274,2512,ERV1,0.055733325,-0.282891678,0.23,0.257,1
Mic,1274,2512,MER4,0.089035568,0.067489599,0.827,0.804,1
Mic,1274,2512,HERVF,0.154827268,-0.064139938,0.067,0.057,1
Mic,1274,2512,PRIMA,0.280428951,-0.073380909,0.154,0.152,1
Mic,1274,2512,HUERS,0.363624848,0.067570755,0.223,0.204,1
Mic,1274,2512,HERVP,0.993176885,-0.043929694,0.061,0.061,1
OPC,964,1599,HERVH,3.21E-05,-0.311182697,0.615,0.678,0.000577838
OPC,964,1599,HERVE,0.000922901,-0.319985202,0.435,0.496,0.016612217
OPC,964,1599,ERV3,0.023937064,0.028946915,0.648,0.676,0.430867144
OPC,964,1599,HERVS,0.02981119,-0.236511868,0.307,0.358,0.536601427
OPC,964,1599,MER4,0.060919846,-0.06919637,0.935,0.928,1
OPC,964,1599,ERVL,0.07784834,0.074394186,0.926,0.905,1
OPC,964,1599,LTR,0.091616237,-0.096772614,0.561,0.605,1
OPC,964,1599,PAB,0.134975839,0.108224886,0.139,0.117,1
OPC,964,1599,HERVI,0.148921643,-0.126147007,0.635,0.65,1
OPC,964,1599,HERVK,0.196769905,0.066412586,0.934,0.922,1
OPC,964,1599,HERVL,0.250634545,0.041705667,0.794,0.803,1
OPC,964,1599,ERV1,0.317759411,-0.056856348,0.539,0.57,1
OPC,964,1599,HERVW,0.350954797,-0.08738046,0.398,0.425,1
OPC,964,1599,HUERS,0.425447539,-0.087405091,0.505,0.53,1
OPC,964,1599,HERVF,0.549972485,-0.187077344,0.141,0.152,1
OPC,964,1599,HARLEQUIN,0.598592259,-0.00639735,0.88,0.868,1
OPC,964,1599,PRIMA,0.775321313,-0.09689467,0.35,0.351,1
OPC,964,1599,HERVP,0.855917068,-0.009653239,0.232,0.238,1
All,20423,34900,HERVI,2.47E-55,-0.16211154,0.617,0.611,4.44E-54
All,20423,34900,HERVW,4.76E-44,-0.24243875,0.399,0.412,8.56E-43
All,20423,34900,HERVH,1.39E-37,-0.123889294,0.529,0.518,2.50E-36
All,20423,34900,PRIMA,1.68E-33,0.101806844,0.302,0.26,3.02E-32
All,20423,34900,LTR,7.86E-32,0.100859244,0.369,0.324,1.41E-30
All,20423,34900,ERV1,1.95E-30,0.013505513,0.314,0.28,3.52E-29
All,20423,34900,PAB,4.25E-30,-0.035841028,0.133,0.115,7.65E-29
All,20423,34900,ERV3,5.58E-23,-0.10020229,0.555,0.548,1.00E-21
All,20423,34900,HERVE,2.01E-22,-0.181019215,0.2,0.197,3.61E-21
All,20423,34900,HUERS,9.95E-21,-0.048226117,0.427,0.407,1.79E-19
All,20423,34900,HARLEQUIN,6.54E-20,-0.057071081,0.728,0.71,1.18E-18
All,20423,34900,HERVL,1.09E-19,0.00117167,0.649,0.618,1.96E-18
All,20423,34900,MER4,6.85E-19,-0.031635904,0.897,0.88,1.23E-17
All,20423,34900,HERVP,1.68E-18,-0.117798188,0.202,0.192,3.03E-17
All,20423,34900,ERVL,3.22E-16,0.050403343,0.794,0.764,5.80E-15
All,20423,34900,HERVK,3.23E-13,-0.039063782,0.818,0.8,5.81E-12
All,20423,34900,HERVF,2.65E-11,-0.035572059,0.118,0.106,4.77E-10
All,20423,34900,HERVS,8.72E-11,-0.005079538,0.191,0.177,1.57E-09
