"celltype","n_NC","n_AD","feature","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Inhib",12254,15060,"LTR46",0.000118269586872534,0.083921565826278,0.204,0.189,0.00709617521235204
"Inhib",12254,15060,"MER50",0.000198346845900605,0.0654551620872743,0.584,0.562,0.0119008107540363
"Inhib",12254,15060,"HUERS-P3",0.000238597842009621,0.0559514880225913,0.676,0.654,0.0143158705205772
"Inhib",12254,15060,"HUERS-P1",0.000449819283154003,0.0447140543908318,0.681,0.671,0.0269891569892402
"Inhib",12254,15060,"HERV4-I",0.00140732572312641,0.053025807060914,0.595,0.573,0.0844395433875848
"Inhib",12254,15060,"HERVK9",0.0124699362237785,0.0466398465393656,0.559,0.541,0.748196173426711
"Inhib",12254,15060,"ERVL-E",0.0128379205878751,0.0341020401815344,0.73,0.719,0.770275235272506
"Inhib",12254,15060,"MER4",0.0514777229896696,0.02088658768497,0.847,0.841,1
"Inhib",12254,15060,"HERVK",0.0900630918079753,0.0426244239416176,0.69,0.68,1
"Inhib",12254,15060,"HERVL40",0.112033009922678,-0.00395755758025995,0.686,0.674,1
"Inhib",12254,15060,"MER34B",0.1120390500716,0.030217249386663,0.688,0.678,1
"Inhib",12254,15060,"ERVL",0.328567044803042,0.00706592822316221,0.626,0.621,1
"Inhib",12254,15060,"MER41",0.487208794680387,-0.00853018760015933,0.833,0.831,1
"Inhib",12254,15060,"MER101",0.911781320863193,-0.0137859043779951,0.677,0.677,1
"Endo",732,1884,"HERV9",0.0170793779180431,-0.307323338948263,0.409,0.451,1
"Endo",732,1884,"ERVL",0.030137977846282,-0.178732025938117,0.374,0.373,1
"Endo",732,1884,"HUERS-P3b",0.0311491681727199,-0.328334530572318,0.226,0.254,1
"Endo",732,1884,"HERVK22",0.0419953902609586,-0.262734065492278,0.212,0.212,1
"Endo",732,1884,"HERVFH19",0.0488081433778652,-0.0932830263624156,0.112,0.096,1
"Endo",732,1884,"MER34B",0.0571665567896348,0.145839075903774,0.434,0.384,1
"Endo",732,1884,"HERVH",0.0651836734267215,-0.12735499228,0.645,0.682,1
"Endo",732,1884,"LTR23",0.0708190822296691,0.0547128399456553,0.156,0.133,1
