"celltype","n_NC","n_AD","feature","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"All",90772,116237,"HERV35I-int",3.27124418529001e-20,-0.0771045016300256,0.279,0.298,1.8973216274682e-18
"All",90772,116237,"HERVIP10F-int",1.53893359728e-19,-0.104170518935505,0.239,0.256,8.92581486422398e-18
"All",90772,116237,"HERVFH19-int",5.68215826851672e-18,0.201928820615811,0.073,0.063,3.2956517957397e-16
"All",90772,116237,"HERVK14-int",8.27839024847819e-15,-0.0827009415416262,0.133,0.146,4.80146634411735e-13
"All",90772,116237,"ERVL-E-int",5.1991300430201e-14,-0.00399230267333817,0.691,0.702,3.01549542495166e-12
"All",90772,116237,"ERVL-B4-int",9.18970190492773e-14,-0.0303901482167528,0.543,0.559,5.33002710485808e-12
"All",90772,116237,"ERV3-16A3-I-int",9.3688551413158e-14,-0.0559651191173963,0.484,0.501,5.43393598196316e-12
"All",90772,116237,"HERVL-int",6.06288259683823e-13,-0.0314419462095799,0.461,0.475,3.51647190616617e-11
"All",90772,116237,"HERVKC4-int",1.37107890149958e-11,-0.239787775663637,0.047,0.052,7.95225762869757e-10
"All",90772,116237,"HERVH48-int",4.21380799213689e-11,0.0903249677679847,0.15,0.139,2.44400863543939e-09
"All",90772,116237,"HERVK9-int",8.61699943614881e-10,-0.0272623599740922,0.339,0.352,4.99785967296631e-08
"All",90772,116237,"HERVI-int",1.45889383664411e-09,0.0784487164925074,0.069,0.063,8.46158425253583e-08
"All",90772,116237,"HERV9NC-int",3.43446145628887e-09,-0.0283386929120184,0.131,0.126,1.99198764464754e-07
"All",90772,116237,"HERVL74-int",1.8003167768643e-08,-0.0643555374686673,0.101,0.109,1.04418373058129e-06
"All",90772,116237,"HERV17-int",4.89703576315354e-08,-0.0801615640691393,0.248,0.258,2.84028074262905e-06
"All",90772,116237,"HERVP71A-int",8.26649715272822e-08,-0.132449437109816,0.141,0.146,4.79456834858237e-06
"All",90772,116237,"HERV1-I-int",2.38086144257412e-06,0.202262665525688,0.055,0.05,0.000138089963669299
"All",90772,116237,"HERVK13-int",5.40491084034758e-06,-0.12147055170772,0.049,0.05,0.00031348482874016
"All",90772,116237,"HERV16-int",1.04105042514023e-05,-0.079225381394423,0.164,0.17,0.000603809246581334
"All",90772,116237,"ERVL-int",1.07074284029308e-05,-0.0526575447732551,0.222,0.23,0.000621030847369985
"All",90772,116237,"HERV9N-int",1.40104296540234e-05,-0.0871131646969268,0.091,0.096,0.000812604919933358
"All",90772,116237,"HERVE-a-int",1.60774427152825e-05,-0.0828105967012971,0.089,0.094,0.000932491677486383
"All",90772,116237,"HERVL40-int",1.69636727929427e-05,-0.00988910141995836,0.295,0.304,0.000983893021990674
"All",90772,116237,"HERVS71-int",2.28516718118547e-05,-0.0414781446998564,0.222,0.23,0.00132539696508757
"All",90772,116237,"HERVIP10B3-int",9.40352058561304e-05,0.0953795224977856,0.181,0.174,0.00545404193965557
"All",90772,116237,"HERV9-int",0.00127166040287141,0.0125627233943999,0.132,0.128,0.073756303366542
"All",90772,116237,"HERVE-int",0.00435021857125153,-0.0353923424353746,0.187,0.191,0.252312677132589
"All",90772,116237,"HERVIP10FH-int",0.0299385459520064,0.0278541154430183,0.313,0.314,1
"All",90772,116237,"HERVK3-int",0.0659348577567324,0.0615995018665145,0.176,0.176,1
"All",90772,116237,"HERVK11-int",0.120865017979108,-0.0275432437225949,0.203,0.206,1
"All",90772,116237,"ERV24-Prim-int",0.129973758616229,-0.00803539469602277,0.119,0.121,1
"All",90772,116237,"ERV24B-Prim-int",0.130601549119797,0.00457479365608271,0.169,0.172,1
"All",90772,116237,"ERV3-16A3-LTR",0.215176318331898,0.0103964833969568,0.12,0.119,1
"All",90772,116237,"HERV4-I-int",0.34762806577617,0.0194619229874596,0.205,0.206,1
"All",90772,116237,"HERVK22-int",0.753287616071317,0.0143373802052813,0.183,0.182,1
